tax_id	e17a8f2887894f8d7becdbeaafbc97db14bc8e66_EXP-PBC096_barcode79	e17a8f2887894f8d7becdbeaafbc97db14bc8e66_EXP-PBC096_barcode51	e17a8f2887894f8d7becdbeaafbc97db14bc8e66_EXP-PBC096_barcode42	e17a8f2887894f8d7becdbeaafbc97db14bc8e66_EXP-PBC096_barcode49	e17a8f2887894f8d7becdbeaafbc97db14bc8e66_EXP-PBC096_barcode08	e17a8f2887894f8d7becdbeaafbc97db14bc8e66_EXP-PBC096_barcode06	e17a8f2887894f8d7becdbeaafbc97db14bc8e66_EXP-PBC096_barcode45	e17a8f2887894f8d7becdbeaafbc97db14bc8e66_EXP-PBC096_barcode39	e17a8f2887894f8d7becdbeaafbc97db14bc8e66_EXP-PBC096_barcode50	e17a8f2887894f8d7becdbeaafbc97db14bc8e66_EXP-PBC096_barcode32	e17a8f2887894f8d7becdbeaafbc97db14bc8e66_EXP-PBC096_barcode46	e17a8f2887894f8d7becdbeaafbc97db14bc8e66_EXP-PBC096_barcode16	e17a8f2887894f8d7becdbeaafbc97db14bc8e66_EXP-PBC096_barcode71	e17a8f2887894f8d7becdbeaafbc97db14bc8e66_EXP-PBC096_barcode11	e17a8f2887894f8d7becdbeaafbc97db14bc8e66_EXP-PBC096_barcode24	e17a8f2887894f8d7becdbeaafbc97db14bc8e66_EXP-PBC096_barcode89	e17a8f2887894f8d7becdbeaafbc97db14bc8e66_EXP-PBC096_barcode59	e17a8f2887894f8d7becdbeaafbc97db14bc8e66_EXP-PBC096_barcode53	e17a8f2887894f8d7becdbeaafbc97db14bc8e66_EXP-PBC096_barcode52	e17a8f2887894f8d7becdbeaafbc97db14bc8e66_EXP-PBC096_barcode48	e17a8f2887894f8d7becdbeaafbc97db14bc8e66_unclassified-threshold-0.0001	e17a8f2887894f8d7becdbeaafbc97db14bc8e66_EXP-PBC096_barcode04	e17a8f2887894f8d7becdbeaafbc97db14bc8e66_EXP-PBC096_barcode30	e17a8f2887894f8d7becdbeaafbc97db14bc8e66_EXP-PBC096_barcode44	e17a8f2887894f8d7becdbeaafbc97db14bc8e66_EXP-PBC096_barcode36	e17a8f2887894f8d7becdbeaafbc97db14bc8e66_EXP-PBC096_barcode47	e17a8f2887894f8d7becdbeaafbc97db14bc8e66_EXP-PBC096_barcode05	e17a8f2887894f8d7becdbeaafbc97db14bc8e66_EXP-PBC096_barcode62	e17a8f2887894f8d7becdbeaafbc97db14bc8e66_EXP-PBC096_barcode34	e17a8f2887894f8d7becdbeaafbc97db14bc8e66_EXP-PBC096_barcode33	e17a8f2887894f8d7becdbeaafbc97db14bc8e66_EXP-PBC096_barcode10	e17a8f2887894f8d7becdbeaafbc97db14bc8e66_EXP-PBC096_barcode37	e17a8f2887894f8d7becdbeaafbc97db14bc8e66_EXP-PBC096_barcode60	e17a8f2887894f8d7becdbeaafbc97db14bc8e66_EXP-PBC096_barcode31	e17a8f2887894f8d7becdbeaafbc97db14bc8e66_EXP-PBC096_barcode14	e17a8f2887894f8d7becdbeaafbc97db14bc8e66_EXP-PBC096_barcode25	e17a8f2887894f8d7becdbeaafbc97db14bc8e66_EXP-PBC096_barcode35	e17a8f2887894f8d7becdbeaafbc97db14bc8e66_EXP-PBC096_barcode03	e17a8f2887894f8d7becdbeaafbc97db14bc8e66_EXP-PBC096_barcode96	e17a8f2887894f8d7becdbeaafbc97db14bc8e66_EXP-PBC096_barcode41	e17a8f2887894f8d7becdbeaafbc97db14bc8e66_EXP-PBC096_barcode19	e17a8f2887894f8d7becdbeaafbc97db14bc8e66_EXP-PBC096_barcode56	e17a8f2887894f8d7becdbeaafbc97db14bc8e66_EXP-PBC096_barcode61	e17a8f2887894f8d7becdbeaafbc97db14bc8e66_EXP-PBC096_barcode27	e17a8f2887894f8d7becdbeaafbc97db14bc8e66_EXP-PBC096_barcode58	e17a8f2887894f8d7becdbeaafbc97db14bc8e66_EXP-PBC096_barcode43	e17a8f2887894f8d7becdbeaafbc97db14bc8e66_EXP-PBC096_barcode15	e17a8f2887894f8d7becdbeaafbc97db14bc8e66_unclassified	e17a8f2887894f8d7becdbeaafbc97db14bc8e66_EXP-PBC096_barcode38	e17a8f2887894f8d7becdbeaafbc97db14bc8e66_EXP-PBC096_barcode17	e17a8f2887894f8d7becdbeaafbc97db14bc8e66_EXP-PBC096_barcode40	e17a8f2887894f8d7becdbeaafbc97db14bc8e66_EXP-PBC096_barcode90	e17a8f2887894f8d7becdbeaafbc97db14bc8e66_EXP-PBC096_barcode29	e17a8f2887894f8d7becdbeaafbc97db14bc8e66_EXP-PBC096_barcode72	e17a8f2887894f8d7becdbeaafbc97db14bc8e66_EXP-PBC096_barcode23	e17a8f2887894f8d7becdbeaafbc97db14bc8e66_EXP-PBC096_barcode92	e17a8f2887894f8d7becdbeaafbc97db14bc8e66_EXP-PBC096_barcode18	e17a8f2887894f8d7becdbeaafbc97db14bc8e66_EXP-PBC096_barcode07	e17a8f2887894f8d7becdbeaafbc97db14bc8e66_EXP-PBC096_barcode54	e17a8f2887894f8d7becdbeaafbc97db14bc8e66_EXP-PBC096_barcode20	e17a8f2887894f8d7becdbeaafbc97db14bc8e66_EXP-PBC096_barcode13	e17a8f2887894f8d7becdbeaafbc97db14bc8e66_EXP-PBC096_barcode57	e17a8f2887894f8d7becdbeaafbc97db14bc8e66_EXP-PBC096_barcode01	e17a8f2887894f8d7becdbeaafbc97db14bc8e66_EXP-PBC096_barcode02	e17a8f2887894f8d7becdbeaafbc97db14bc8e66_EXP-PBC096_barcode26-threshold-0.0001	e17a8f2887894f8d7becdbeaafbc97db14bc8e66_EXP-PBC096_barcode55	e17a8f2887894f8d7becdbeaafbc97db14bc8e66_EXP-PBC096_barcode22	e17a8f2887894f8d7becdbeaafbc97db14bc8e66_EXP-PBC096_barcode12	e17a8f2887894f8d7becdbeaafbc97db14bc8e66_EXP-PBC096_barcode28	e17a8f2887894f8d7becdbeaafbc97db14bc8e66_EXP-PBC096_barcode09	e17a8f2887894f8d7becdbeaafbc97db14bc8e66_EXP-PBC096_barcode76	e17a8f2887894f8d7becdbeaafbc97db14bc8e66_EXP-PBC096_barcode26
15159		164.53778426432436		24.375313926267125	146.0001006201188	164.63278040272772			10.99999997919619	24.00449226773435	16.03927852974145	143.76309862653414			186.63766486227183			11.913697718544368	15.487675845099616	37.98724730951733	447.95812508085714	22.99066918275331	85.05216940465671		370.3497940753327					28.001451784283866		17.220396807480736	39.377822355241136	11.978704474690185	29.79957629261825	17.45020315749983	40.8344824090804	10.000198385740603		66.69290368702586	202.13274294359684	31.073366153032424		28.34804260737709	50.668686423784855	58.48778880112008	28.93808978124192	446.07874050999663	77.2771018132878		17.24148533857078		53.87641693870432		53.87882056883869		53.854531082071695	19.001460775950854	31.002520707905752	22.929384458974315	20.571833923066887	13.395180555720284	208.85176081498915	46.43607983173957	294.78203265203274	169.02479872802135	15.080583427732892	40.38741150042653				294.5884642712307
1532											26.13582070392411				23.0														62.21000676200899			31.00000000000601												15.000038809819422				25.88663950868677		63.54452314786718											10.999999960249486											
15321																																																																14.292222787795444								
15332			6942.870400963012	55.99064807275055			594.2971002148512			2084.4095088591616		109.94500141700443					19458.018976402396		1464.1161280296028		9441.969925257275		638.9476579029337	1309.1301709617132	1397.5424590699677				28.0	452.8294405925983	8656.417693631758		110.76886790108064		2310.351128163205		245.5861532789108		2.0	219.19776013723668					526.369581351131	944.2944442412812	141.04027557362232	9418.265755986806			17231.198332821485		10408.253801759622							19.0					623.3242780938403					9041.636115819709		611.8563354769107
15381				14.034187527921832		13.999958575798324	25.473917281526717					67.34084618157534			16.826653772801688						106.28020876638637				211.5603640997496								34.17377586058933		30.75563611215656					20.86084819153336				30.706301886560503	60.14223148381106		35.39928032511407	106.06054736511776	25.932966829454276				10.092558171399157					32.28512063712876		26.60282417279181	18.74895667283586		23.274377800751687		46.05370642094397	64.6568098665411						46.0239753382727
15397		25.01392521740011	344.0182871795534			4617.336145023174	107.61321647267305	13.492879577563787		265.59803081718644	48.9387333518869	33.274078415570216		585.5856331944934			455.7470643271231	1523.3951487196005	1788.1221438620707		5498.856973417073		108.70893447156416	133.54531612778132	298.39159308061727		44.00001156933631			48.90640129004412	5338.329805873913		20.22848041244267		275.5103314832545	1368.8875051027946	57.69944571978849		1.0	41.9374714252		10.275566355807554			130.10150157936502	8261.740970402412	50.4968516122818	5485.740135949258			558.448646447801		946.4475873727588								22.75821023913408		81.57759956362847		3793.197228278933		31.84280957039778	388.1549085350518	1048.54860250528	7071.067281635871		3789.022521474677
15416		17.923634790833553		59.8171598637922		26.15923374026029	30.73148893153977				11.061858125039338	84.16320778763092			91.59567540965176						266.59506917616994		30.899480175740848		179.2730987172941								153.25200770859416		21.02148518451997	13.367073413802435	41.273824223291705			67.2358216687171	29.063196814513635	13.834056707631513		39.68094237684642	50.84961514849787	13.27367648878404	17.714423318176127	266.0455090810832					37.59317271340474		48.977383626449054		21.177934421664062	17.925431570789737	14.23322466066467	139.8081175120381	62.53391966208162	28.037375230303248	33.40870765589708		131.02116114347777	266.98494889432084	12.85815581776188					130.9319122371721
15445																																						26.57393237344202																										37.50417655140864								
15480											20.58735648051673																		44.86237666148994			19.98463723084498																20.56632653019073																					33.615889578594896			
15486						88.64219698576203						14.999513964436348									47.53165257186559			10.01156561216766										23.00098582679413							11.010659839063218							47.43422697778028									28.00012025099143		14.017038402524452				38.00056396102559	36.172140449581775		20.91605030605909						
15759		110.69094970733056							176.27184821199504		12.82462093312354								38.04754702306635		110.3484243842656	11.029366717889424														153.84168537322614					29.979594923861534			12.011699973698343				110.1394557305858					10.17024778987004				101.44742924117013			90.91063611825678		10.00000087652391	15.877898919782211		86.9933428126466				126.78953844860676			86.93146159460504
1584					39.413416069310735																39.63240319853152									46.405053218568426											187.98261917816103							39.61848928600093									45.96272266870117									22.1666728747622						
15859				12.000000000000004								18.00000051503184									49.00000008541159				26.99997219850689								32.00000538881026												17.99999999869374	15.005732404802664	28.98748170649093	48.90536720684722					11.272719933794418								37.00019503099886		27.0			19.996702695497927						14.98932986145748
15924					2348.1787788794086																264.45133107335204																											263.8943248987704																								
16015																																56.14166223842651																																								
16058																																																			32.14929338237536																					
16087		131.39255856581192																																														16.66015760387663																								
16316																																									24.094681073114216																															
1632																														12.81729530549178																																										
16350												15.192149746260082																																		22.76933428548168		14.644699055071094			14.223380448965662																					12.672004672883435
16573		70.24707766747855																																																																						
16584			11.435322109511525				89.1963073114301														49.00341784207641			21.0																						20.0429209161638	25.0	47.91071205658221			199.4132140682826							79.76947746780492														
16667																														60.467505426735016																																										
16841																			4083.1580989532185		558.1556688659966															37.95735368698389												551.9826388060478																	164.36559750307936							160.46668742199094
16874																																									12.393138816364166																															
16887									13.0																																																															
17098																																											35.60642626546355																													
17135			474.51120085479647				417.5016202636036	25.00000000222637				255.43598228115476							15.999999946430927		3417.403248883934		2475.867946495019	308.3325898168949						10802.70547777831	675.0862416486988					147.36902087214918				95.54088296371664						9600.257571049764	30.99999999993513	3405.885918191713			223.34863473182983		313.4795334045809								16.99999999987149		55.99999613562666		244.88358446432548				1512.6156604497353	780.1068077792294		244.70959443243285
17183																																									30.065877702787397																															
17197																																									175.6055812241189							27.945925434604884																								
172		114.80493243272802	34.980051472885194	124.1600332246001		290.637708967884	323.3360688694854	79.660557535241	65.03012422907354	65.8772285974317		486.3082883748873		18.999995591866057	516.2068105731277		52.116575126329856	83.97862918173547	163.17956062455255	63.84152650145435	2118.9531136190835	148.83125474963927	119.52213623459716	52.09724307972877	491.4642489001405				17.37066495619895	450.0007801238068		48.13606655915685	511.5582404516991	33.88939522634872	84.71487522252363	120.19389774634465	316.8406774575362	31.00899091147341		793.8617893293662	463.5575714237677	165.84492292014485		351.5788404204477	460.4138043530113	396.39582099853226	396.2506741315089	2101.3529832495524	597.9204175595893	22.7101985746825	672.5172943622763		328.46305506185234		16.350662309455945		736.3900088533943	34.98104075104111	963.5969847322036	758.6622933361892	338.1269423290726	1419.699172444034	248.7196225378069	38.66976321366904	1500.509547102551	582.1137188775198	67.10978678990257	27.99422080223368	34.39430388587366			1496.3801890294897
17215			11.999129094942909			6629.625194909529		19.842408879581075	15.786744099161082		131.803418340937			3258.4782820641813			72.52365821291139	3502.182443984069	4327.095028136087		3928.167259781911		86.97832699509749				54.98362817614024				15.937280573150584				15.398839318630708	555.3588639485245						104.94073178340244			10.638947523867254	13.839950069737675		3919.650153961809			11.04431996671769		60.35758210425916										24.291644764199887		4635.004889628027		790.677090533937	3358.8396404592395	1665.2585375177948	28.075125452359128		4630.70692163429
17239			49.83428886601806	14.00000000734755			67.91826989965105	36.99716832622016			19.00147576914937	58.03018965398041					15.999999999974555				231.9381793991177			107.98565280609284	43.72819605552391				12.000000000303393	135.06767299862273	11.0			17.99999999828511						81.90690510784599	10.000021223332595				52.99997571327692	171.20410375381894		225.87544437368612	114.53752201387051		688.8849263288889						34.99783911325688		32.0	66.85640894181199					22.3201242554334				42.02083533661277	11.916978276124905		21.314714574600792
1725																																									184.9943156935155							18.963309723840357																								
17326		132.88447866899818																																														15.962003529273654																								
175					1768.1873687051448	186.1403075488394								11504.29888191091							2536.7462795462466									67.99999999684346	170.59829577653073															2424.1642468149503	15.000000869076793	2528.851138731516										164.4139485812938					19.99999642900621					3970.265832956559		225.6409133425891		
17592								25.988597417426615													74.99846940858502		27.60502570785065																	281.784228677318								60.07739563459605	12.010738226815818																							
179																					1191.0397942180036																											1188.734038245288																								14.98932983841567
17999			59.42214796663344		19.897950936799568		17.77117186397436		591.6996274867063	25.12290193054546	20.623019326257587	151.4774982772161			14.121298355516757		46.91957698356493		23.120093724017927		356.9075516949721	164.70189879678622	18.254458192403327	13.372406615741395	21.48810932980568								20.22267998299004		28.11996288903548	20.507184202677696	15.521906711263076			13.92082957235453		54.30381224140378		27.96644286621833	19.70581992717132			356.1324426965437		16.831155102906504			94.08583227835472						27.64487529506278				21.418326993208105		449.00265230175927	40.75160515333442	30.31147745999134		71.97274407129697	47.98052229918001		448.6872806321083
18074						20.999998326233847			15.86510703031758											194.00559330192772	140.00869192659803	24.03165743986468														16.703423222237742					10.0	14.000000000046663		24.0	46.38291553145911			139.7964602612924					119.0076086523774				18.999992382580324		57.39572961739376				75.04485413873702		36.000000372781905	58.98269369297629	41.27367917146812	50.654340502848925				35.97439203788106
18077																					57.84369452753017																								317.2453903956265			57.72507446971412																								
181				10.981174461548886			27.445758501263693		15.007756989323989	51.079392553608514		136.80407167041238									161.8065528843797												36.33658355669822		53.057400906646805		119.86831215321374		1.0000000000000004		89.99291404469787			68.84369539403824	30.460365026484823	14.000000000000004		161.49516387610666			32.87013462309764						25.626710146746117			343.8106617922192					56.03924195041369		32.99993484494374					55.99957841264456
1813											36.99553137349949																																																													
1822												15.999999999999968									39.48479477493268																											33.81670337375341					33.997211925694366						28.001153130265426							34.97429221973701	14.0					14.07356608923058
1827			2508.159280757256	146.55784596594637	163.0353329655914	705.4575705417203	3732.587804312223	3658.135333871949	5157.429442165318	2118.993219663564	5409.744316636099	1083.8147277699609		5070.471637739334	3315.189464134722		481.5859169857199	5578.744882057856	1529.1242631125183	18240.889964403923	27073.65008523714	1916.720731186933	101.42123983215996	3408.2397286433143	196.2892201468964		46.33863494244834		10766.088664063653	1994.6796990851567	2930.972563749556	13685.314197491423	72.8951200886082	12083.110931420386	2181.1698101420466	1205.818678217362	4427.511549964346	2697.3284197339917		348.0027053964032	4902.583692962132	5376.369046731084		2470.726285789328	70.83620965764005	757.0334291398865	372.907512080332	26949.55203672852	3989.575271241413	299.68647806664126	3935.6132808908415		707.8637537810614		6102.137834015935		5108.749307557879	973.8950352243966	3742.728439245839	12257.517954166566	752.8041329981107	1427.7015780717695	1573.1352454228834	3201.1299131194	2857.5642757974897	532.4711957917302	2529.4771647770967	2801.641993323105	1729.212973753453	2266.2968715200286		2850.075686555828
1828																														19.25226282065671																																										
18316		12.630319676545254																																																																						
185																														34.0																																										
18507																																								53.80408351983156								14.77329975847958																								
18538		1942.9293506322983																43.99498273009535			331.2051460855578																											327.82791052792004															13.999996870304688				20.0					
18587			166.3023022372849			96.76819009207053	463.41616914169737	192.70534042398376	58.70640169300655	458.5164087428803	306.55548248019886	44.060937238484975		114.94273070757544	272.61292877726584		111.69309499905434	267.23137412056445	103.5817767559496	3005.2459519339623	1879.7201318179875	84.80347079305375		335.3800315721748					1122.004130310151	198.1383207139784	32.49067695881549	153.89078722589764		1857.729225609316	427.50125746817577		117.96872781536489	250.4631405324609			45.06310915914642	271.4656200507169		118.7522627901122		95.41359507678386		1875.1271882514	318.16368376803143	78.91027746374567	442.8911763304		103.22671167942092		46.23177581322201		509.1722875278424	29.349818110385176	42.213152297464326	120.59991666570974		26.97965476820008	85.4143778687783	190.32300284932376			60.00201972570176	57.443261201847065		16.985912843753116		
18594		11.811643461539967																																																																						
18692							85.43646256761065												586.6063867257207		249.19733685501043										153.9993205591314					26.352457295795357											104.11969235352888	242.3898111659316																	158.31498271595737					184.4281754069499		157.22246441375685
18791		12.978918105531072																																																																						
1880		167.86372589012257	839.313725556214	967.053209597829	26.9999999999996	1278.030248219405	2027.3089740019232	595.5259251203738	318.5065289717782	550.720093124937	487.5269456627346	2485.0104594050817		50.87787037514298	1407.5986323733746		108.83027021457409	45.85662664561926	357.9363029201213	330.2791493822509	7682.523958893899	244.2217288303185	984.2266141308068	1162.221131748198	5205.121273637989	117.99998640039028	16.247357320021827		93.9769811724269	456.3299111770628	15.07670128701822	235.68016465742508	1547.9187457784426	495.9151049028903	668.8380815546759	466.092847358504	1889.461084708997	96.87101434689578		1725.6054604025987	989.466693871982	254.70450672473		782.997343866627	1061.9022660120197	3404.5632156943893	696.1177701502265	7651.361721761309	533.0481172091418	33.3352235971044	1177.2566443825133		931.1649252779932		1098.526561072539		2594.700420351858	452.7397294751476	1355.8212574973415	4608.513515991042	645.6328396896969	358.40951082077106	1183.048240059259	560.0834998427041	1423.0204388780005	3893.1322087916833	1635.5527068108704	126.56790943497734	310.324716650894	195.0413641569368		1417.8766376849712
18917																																																11.0535369747916																								
18964																																									31.999999999463327																															
18991																																											25.393573734536453																													
1900																																																			11.728465274270985																					
19414					25.0																																						64.0			37.34471081489858		15.969100248345576																								
1956																																																																22.0								
19560																																																19.961375310312807																								
1976									36.37333015611631																																						98.7924798396718	13.19615654397608																						21.71995462248812		
201																				118.50547889465577	37.75876636979392																											37.60886037801372																					20.91171959089709			
2091						26.702523124067213															188.58140908388475											1562.22537223742																186.27913102613184																								
21		4320.9102461359935		73.46360386663969		77.38718214529366	66.48689602151383	13.64176603064961		53.38603934801901		135.7140365060071			38.46542461990931				28.819254380721198	120.49788784349523	1184.7293428692456	15.962585673535978	51.88536140067238	13.967002159881432	553.0634094081877				20.51785266246968	14.226127068736597			75.40030260412178	50.48664659398128	73.41816327003397	21.533611503589555	32.22521491798387			69.09724828184119	107.24614217599292	31.93011210822341		105.55743158596133	279.95093405896023	28.23382668294965	42.50876008580149	1163.924611203106	75.60662691876523		44.09221546274755		52.27856657924183		30.8798690089561		38.507768053046256	36.3534633500641	43.61437015163387	249.7061605319696	74.1082435661464	83.30453541933558	57.18024403996197	14.021218576159876	326.758603509531	277.3601189299275	11.287153065231116		12.162541819271596			326.1683164030313
2170					185.58658393068933																71.26461128955262									110.59494828429354											283.3483469080284		21.0					71.06382021760243									37.58075749520976									24.833326014648588						
2180											33.66847095255771																																																													
222		1124.9611040338025																81.15038661145107	12.7213441848663		227.8046047960988																				13.0					16.00000312925618		224.1416622127477											23.999999992074795													
2232																																11.40279718532836																																								
227		119.32334947410544	105.95686767938318	79.96778516098676		101.25144793177007	293.1042371606792	30.00520353638801	80.35244298890599	108.07287177383958	67.71144871752014	118.44330097835784			165.85254031008077				48.97562192960756	60.0017003238482	856.7192433107483	18.692785870002663	193.3393905797688	122.27991180130752	863.3521641862814				17.00000805351219	19.969230577643565		39.10126662178879	457.6208311967772	64.18309350445735	107.24720311606902	41.50360481198296	153.46717961720492	13.000280547421902		94.99737477771971	180.57650422793563	33.13804854151216		79.24035989461393	300.2436144182917	177.35030751022455	134.344946713372	850.5420233938664	79.7875501784925		12.9999998477926		135.36753858024397		41.02425427577195		328.4956083439112	18.000007488361405	85.76082579728681	205.57032221664545	126.25263298402405	36.00505262762152	128.87994075350673	197.94885402024656	242.77363514169667	373.6128027583691	30.5191052008666		43.00187720817775			241.61299681118248
2324																																									10.0																															
2420												18.999987144375545																																																												
2446																																					10.37278347083313				104.15480454586437							17.622511105002356							213.9488156081456																	
245		57.671049464635246																		26.539179575361988																					60.29519439801752							28.79172565288772																		36.03062198484151						
249											33.385304339187606										115.73181737224958																											82.26620618008207			26.798861268324902																		61.857664466673455			
2569									18.231447189516512														16.493760352011964																									14.341205526128688					30.069307299497712		20.36360844747205								23.231712037470118									
257		2642.747911935908	257.2026298738466	5329.439714417357	1745.50868615224	2633.1089482801262	1557.2446701131637	664.4050443523815	519.6459043661074	1054.8997468533164	130.85512106240165	6576.481097837182		125.4345396101741	3111.381998188119		251.86520504354988	466.34366657869856	297.20199753594	215.23262094989752	17097.01844448221	880.5736690931312	1858.837264739096	625.6569579030205	9523.936036266348		119.358582174092		282.0899720237331	644.9582001675961	17.006832074910765	462.8925171637836	3312.296059625516	852.5166433652371	1250.9849479304996	661.9401565051104	3328.652179267263	242.1919456832874	1.0	2283.904763021598	2143.2241339737056	1758.3085018930506		3951.742659592794	3449.0640400101656	2202.587240105904	3289.5573073562105	17032.925719623236	3915.9305051512783	150.14601797122288	951.7430028342044		1853.6811487896607		1863.5968155464636		2761.662746825653	3261.947054820273	1806.1213739032944	2868.152587520894	3556.821206371327	3412.0742212578616	2363.466948726344	1161.3425597583882	12135.905230563683	15633.77668136494	557.4895385489206	544.474485356139	399.20625617972473	45.36484617787582		12117.673258299135
2647												17.948932935674833									39.11606448137687												16.354598594282244							32.76938856934035					41.59702059951867		19.90871824351095	38.58514393583362									15.722387754962709				11.165313038839688					26.50826782255176						16.001898808992387
27		173.79966379921413						14.865533460537064											23.000001276583298		117.60865846449116																				57.8390080649725			10.254946760222673				114.8448920521024			91.14196037001057						26.723505188621004		14.00000000002622	513.5663938617306			18.020103014255216									
2725																																																																					27.91760046285548			
2734		329.70886404131505				16.101508948169204			14.055647893786553			15.019368487665302								114.30589438961228	197.0985176670326	11.04856862727654	12.94588408497385		39.56342385147991								17.651508031265802	19.535990964571862	12.079111613035632		12.505466183964078					14.57862522749413		17.245123529704		17.01816050545772	20.21980496832338	194.62781375255256					72.47069698164111		14.971863952271631		21.50292804484056			45.63725855448261			16.945806939009834		135.54933937298176	34.061754513692186		34.07654843416072				135.45474105914693
2744											16.891111393575795																																								82.19898782186638																		15.473330837019525			
2761																																																																		29.37183468773372						
28																					55.09027782641899																											55.65717862390877												172.62359609245664												
2806		40.98613783093141							346.92380648632906		323.6927703661857							29.999999878210584	18.168317085001757	441.1722031293582	428.7670354855842	329.32626539011386					45.0									12.982920431530728					18.74497416346043			54.99973192608154			33.99820922598892	427.569820701802					1509.459042792923						18.0	44.00005266037425		52.84922323701989	11.999999999763547		55.95733056186628	27.0	107.17444238666724		198.47962443998784			54.740353552506754
281		45.47662844287421																																																																						
283							10.291307384231324																																							154.90442891967308		28.828177852567485													12.997493466561709											
2835																																											16.0																													
285		13.0																																																							60.00161948411536															
2856																																75.82243049008746																14.970979762204689																								
289		14.99988551867484																																																																						
2905																					45.60457778094987																											45.53031407509455																								
296		47.02028271123115																	34.21290564333679																													25.895253122013703																								
2999																												41.25250031674346																																												
30															26.000058570232923						151.26849671433746									374.7477215624297													1116.0					150.96682168453145										22.0														
302																																									12.000000000042224					10.655289185098862																										
3037		154.55283331541463																																														20.417843879648885															17.748911755427315									
3051				10.000000000060115		35.99999999978533		12.998366458673994	184.05300583654773			10.000000000000002									66.7936169507297												35.99999922079242				18.69562370877229				55.99999999999999				12.0		17.004122145171955	66.66491517467152			44.00000000019763		15.0					82.04015906101982		23.0					20.000000000013863				34.99999979772444			19.9857731473767
3075		166.59044142858235																			42.12180152482095																											41.0450440284339																								
3130																																									24.288697167135417																															
3181		3341.288459025716																	11.000000000128628		371.6962871343469																											369.9347103561265																								
3327		4324.121574562608										17.00974759360065							11.871878795073108		652.1594240501857												17.38768434426682							16.05629719381675	19.229818610031195							628.8635931898926																	34.0680669518061	10.836051089965766						34.029474672468346
3436																																																19.83917655271621							13.006520553803265																	
3508			70.33050728239002				10.97121745100984			55.16234347417058							89.58790473905034		25.604455888135128		58.44566079088124			21.302262473702378	28.66143905035221										66.24544501123411													58.27536349729591			177.67351995500334		71.0909948434603																			12.500902778698538
3537		342.7561452489184				11.012454505093748															99.26943991962624									10.80249339467376																31.99644484613867		98.50397428473424											18.16443796215973													11.146134912016198
358		186.0790834750862																																														21.567503013911743																								
36			68.87123794411814		22.744348020402967	1001.3504435927248				39.835112104648594							78.4860052739347				851.86104103661						14.82704907912918			109.87870932511944	1077.2003440177923	501.56725018497633	38.72268036862523		40.74401948895722											377.3685085496203	21.871270483878227	847.5384055201697					23.244429917337147																	1065.2745933370522		
3714																																											142.0					20.03480984308918			19.9941743434448																					
3733																																													46.41658354180529			21.511564920888357			134.26465490923184																					
3776		69.98751904264391	16.204464739878865	32.99991353819299		142.47070870160286	89.81504570237014	76.97851232176536	267.97096580828315	58.23044573218083	36.33349660114348	135.47517947077873		32.00165839989876	22.98071670555222			15.000000611948137	14.0	22.94093611670339	580.2252598409182	392.9537641535088	103.81070095903075	30.997433311428555	248.7157400064885				65.0876218029371				106.82633542631336	90.19711532859706	47.75023485815768	43.29112358396137	188.65159481891808	67.05614031502076		31.686042925374068	199.06958947928135	32.2453446040986		13.898681822009491	176.54356413004976	117.40871916156344	18.90922940917801	578.063925519559	48.99387372828521	43.43905892329759			171.11275676704628		35.001522257987254		36.9999999993855	98.65149991001095	60.910030684163225	81.99720958338446		26.05166580069035	112.13523783507716	607.2621465280571	110.25496486894448	105.00589586922442	139.24848365726194	74.98526698898962	74.24487240420757	16.000000000000274		110.11622709816314
38																																																									28.00125612448809															
394		15.36702489610467					24.868414616893794		32.781963424600434												61.46143883992634	74.66324639321321			64.2484250173159																						35.00565790213051	57.20160444734798					22.84156434209096											13.167082026897717	20.04134576155317							20.02650225404708
3972		423.3997830108852																			50.974050449278415																											50.51542554189354																								
4072	1.0	373.4105757036935	358.7885711695565	5683.558897009665	1088.1967941225575	3076.918847176109	914.6292094538504	520.1247802703222	599.0341665671057	2028.9707420355091	330.3003490894675	6417.123766750984	1.0	336.91975462133723	5492.077199257243		223.5928102863208	132.87190977387658	194.37392069326455	837.1764915665236	21745.155556240512	1278.3508637303955	2225.585850475341	572.6965899156232	5488.414699094172		32.74716945383541		1005.1575374872934	1384.361221786075		163.33374083830827	15883.325404326317	4608.750247997628	2086.766035770813	367.36470841954286	10880.046415801811	72.73246249506191		1757.2402558327424	7169.518559893735	3756.9999859308377	303.0003910716755	3148.3372144929413	2680.272055732981	907.0564766590146	4299.439655147002	21673.130523961296	2956.0029918201026	69.07898364903006	1120.964286410809		1226.9127045935331		2271.9940238443514		2770.076039530562	6372.72241985799	2360.313012001237	10173.1696635455	5991.995470115023	4354.600856823608	1882.4423392634	926.799962740534	13187.286027290133	12365.087187052828	1635.1053900193658	601.6856255009999	332.4383961681686	66.12388050533421		13168.848084541536
410																																																												70.25010359821295												
427																																									11.247959379055212																															
4277																																									43.00516152721466																															
4289									49.999941005915			25.99987196330247																																				11.976825186259235																								
