Sample,Reads,Richness
N551,NA,13.980714626597663
N551,NA,13.989489926291018
N551,NA,13.994606250526159
N551,NA,13.997438646276752
N551,NA,13.99890116767519
N551,NA,13.999588760541403
N551,NA,13.99987290677263
N551,NA,13.999970496618023
N551,NA,13.999995734106587
N551,NA,13.999999758433063
N551,NA,13.999999999200742
N551,NA,14
N601,NA,0.9999999999999988
N601,NA,10.867677533436465
N601,NA,12.622310094482478
N601,NA,13.281012388102962
N601,NA,13.586687961740113
N601,NA,13.750467003463802
N601,NA,13.84655120193571
N601,NA,13.905709743819589
N601,NA,13.942861544873466
N601,NA,13.966217936342584
N601,NA,13.980714626597663
N601,NA,13.989489926291018
N601,NA,13.994606250526159
N601,NA,13.997438646276752
N601,NA,13.99890116767519
N601,NA,13.999588760541403
N601,NA,13.99987290677263
N601,NA,13.999970496618023
N601,NA,13.999995734106587
N601,NA,13.999999758433063
N601,NA,13.999999999200742
N601,NA,14
N651,NA,0.9999999999999988
N651,NA,10.867677533436465
N651,NA,12.622310094482478
N651,NA,13.281012388102962
N651,NA,13.586687961740113
N651,NA,13.750467003463802
N651,NA,13.84655120193571
N651,NA,13.905709743819589
N651,NA,13.942861544873466
N651,NA,13.966217936342584
N651,NA,13.980714626597663
N651,NA,13.989489926291018
N651,NA,13.994606250526159
N651,NA,13.997438646276752
N651,NA,13.99890116767519
N651,NA,13.999588760541403
N651,NA,13.99987290677263
N651,NA,13.999970496618023
N651,NA,13.999995734106587
N651,NA,13.999999758433063
N651,NA,13.999999999200742
N651,NA,14
N701,NA,0.9999999999999988
N701,NA,10.867677533436465
N701,NA,12.622310094482478
N701,NA,13.281012388102962
N701,NA,13.586687961740113
N701,NA,13.750467003463802
N701,NA,13.84655120193571
N701,NA,13.905709743819589
N701,NA,13.942861544873466
N701,NA,13.966217936342584
N701,NA,13.980714626597663
N701,NA,13.989489926291018
N701,NA,13.994606250526159
N701,NA,13.997438646276752
N701,NA,13.99890116767519
N701,NA,13.999588760541403
N701,NA,13.99987290677263
N701,NA,13.999970496618023
N701,NA,13.999995734106587
N701,NA,13.999999758433063
N701,NA,13.999999999200742
N701,NA,14
N751,NA,0.9999999999999988
N751,NA,10.867677533436465
N751,NA,12.622310094482478
N751,NA,13.281012388102962
N751,NA,13.586687961740113
N751,NA,13.750467003463802
N751,NA,13.84655120193571
N751,NA,13.905709743819589
N751,NA,13.942861544873466
N751,NA,13.966217936342584
N751,NA,13.980714626597663
N751,NA,13.989489926291018
N751,NA,13.994606250526159
N751,NA,13.997438646276752
N751,NA,13.99890116767519
N751,NA,13.999588760541403
N751,NA,13.99987290677263
N751,NA,13.999970496618023
N751,NA,13.999995734106587
N751,NA,13.999999758433063
N751,NA,13.999999999200742
N751,NA,14
N801,NA,0.9999999999999988
N801,NA,10.867677533436465
N801,NA,12.622310094482478
N801,NA,13.281012388102962
N801,NA,13.586687961740113
N801,NA,13.750467003463802
N801,NA,13.84655120193571
N801,NA,13.905709743819589
N801,NA,13.942861544873466
N801,NA,13.966217936342584
N801,NA,13.980714626597663
N801,NA,13.989489926291018
N801,NA,13.994606250526159
N801,NA,13.997438646276752
N801,NA,13.99890116767519
N801,NA,13.999588760541403
N801,NA,13.99987290677263
N801,NA,13.999970496618023
N801,NA,13.999995734106587
N801,NA,13.999999758433063
N801,NA,13.999999999200742
N801,NA,14
N851,NA,0.9999999999999988
N851,NA,10.867677533436465
N851,NA,12.622310094482478
N851,NA,13.281012388102962
N851,NA,13.586687961740113
N851,NA,13.750467003463802
N851,NA,13.84655120193571
N851,NA,13.905709743819589
N851,NA,13.942861544873466
N851,NA,13.966217936342584
N851,NA,13.980714626597663
N851,NA,13.989489926291018
N851,NA,13.994606250526159
N851,NA,13.997438646276752
N851,NA,13.99890116767519
N851,NA,13.999588760541403
N851,NA,13.99987290677263
N851,NA,13.999970496618023
N851,NA,13.999995734106587
N851,NA,13.999999758433063
N851,NA,13.999999999200742
N851,NA,14
N901,NA,0.9999999999999988
N901,NA,10.867677533436465
N901,NA,12.622310094482478
N901,NA,13.281012388102962
N901,NA,13.586687961740113
N901,NA,13.750467003463802
N901,NA,13.84655120193571
N901,NA,13.905709743819589
N901,NA,13.942861544873466
N901,NA,13.966217936342584
N901,NA,13.980714626597663
N901,NA,13.989489926291018
N901,NA,13.994606250526159
N901,NA,13.997438646276752
N901,NA,13.99890116767519
N901,NA,13.999588760541403
N901,NA,13.99987290677263
N901,NA,13.999970496618023
N901,NA,13.999995734106587
N901,NA,13.999999758433063
N901,NA,13.999999999200742
N901,NA,14
N951,NA,0.9999999999999988
N951,NA,10.867677533436465
N951,NA,12.622310094482478
N951,NA,13.281012388102962
N951,NA,13.586687961740113
N951,NA,13.750467003463802
N951,NA,13.84655120193571
N951,NA,13.905709743819589
N951,NA,13.942861544873466
N951,NA,13.966217936342584
N951,NA,13.980714626597663
N951,NA,13.989489926291018
N951,NA,13.994606250526159
N951,NA,13.997438646276752
N951,NA,13.99890116767519
N951,NA,13.999588760541403
N951,NA,13.99987290677263
N951,NA,13.999970496618023
N951,NA,13.999995734106587
N951,NA,13.999999758433063
N951,NA,13.999999999200742
N951,NA,14
N1001,NA,0.9999999999999988
N1001,NA,10.867677533436465
N1001,NA,12.622310094482478
N1001,NA,13.281012388102962
N1001,NA,13.586687961740113
N1001,NA,13.750467003463802
N1001,NA,13.84655120193571
N1001,NA,13.905709743819589
N1001,NA,13.942861544873466
N1001,NA,13.966217936342584
N1001,NA,13.980714626597663
N1001,NA,13.989489926291018
N1001,NA,13.994606250526159
N1001,NA,13.997438646276752
N1001,NA,13.99890116767519
N1001,NA,13.999588760541403
N1001,NA,13.99987290677263
N1001,NA,13.999970496618023
N1001,NA,13.999995734106587
N1001,NA,13.999999758433063
N1001,NA,13.999999999200742
N1001,NA,14
N1035,NA,0.9999999999999988
N1035,NA,10.867677533436465
N1035,NA,12.622310094482478
N1035,NA,13.281012388102962
N1035,NA,13.586687961740113
N1035,NA,13.750467003463802
N1035,NA,13.84655120193571
N1035,NA,13.905709743819589
N1035,NA,13.942861544873466
N1035,NA,13.966217936342584
N1035,NA,13.980714626597663
N1035,NA,13.989489926291018
N1035,NA,13.994606250526159
N1035,NA,13.997438646276752
N1035,NA,13.99890116767519
N1035,NA,13.999588760541403
N1035,NA,13.99987290677263
N1035,NA,13.999970496618023
N1035,NA,13.999995734106587
N1035,NA,13.999999758433063
N1035,NA,13.999999999200742
N1035,NA,14
N1,NA,0.9999999999999917
N1,NA,16.252962893744805
N1,NA,22.63658967046744
N1,NA,27.104376410469875
N1,NA,30.525598979093107
N1,NA,33.29847118109682
N1,NA,35.64191720749713
N1,NA,37.686110083161196
N1,NA,39.512750196744086
N1,NA,41.17555200602962
N1,NA,42.71140814771394
N1,NA,44.14670953019202
N1,NA,45.501030127362064
N1,NA,46.78934821573007
N1,NA,48.02343954917383
N1,NA,49.21278280399435
N1,NA,50
N51,NA,0.9999999999999917
N51,NA,16.252962893744805
N51,NA,22.63658967046744
N51,NA,27.104376410469875
N51,NA,30.525598979093107
N51,NA,33.29847118109682
N51,NA,35.64191720749713
N51,NA,37.686110083161196
N51,NA,39.512750196744086
N51,NA,41.17555200602962
N51,NA,42.71140814771394
N51,NA,44.14670953019202
N51,NA,45.501030127362064
N51,NA,46.78934821573007
N51,NA,48.02343954917383
N51,NA,49.21278280399435
N51,NA,50
N101,NA,0.9999999999999917
N101,NA,16.252962893744805
N101,NA,22.63658967046744
N101,NA,27.104376410469875
N101,NA,30.525598979093107
N101,NA,33.29847118109682
N101,NA,35.64191720749713
N101,NA,37.686110083161196
N101,NA,39.512750196744086
N101,NA,41.17555200602962
N101,NA,42.71140814771394
N101,NA,44.14670953019202
N101,NA,45.501030127362064
N101,NA,46.78934821573007
N101,NA,48.02343954917383
N101,NA,49.21278280399435
N101,NA,50
N151,NA,0.9999999999999917
N151,NA,16.252962893744805
N151,NA,22.63658967046744
N151,NA,27.104376410469875
N151,NA,30.525598979093107
N151,NA,33.29847118109682
N151,NA,35.64191720749713
N151,NA,37.686110083161196
N151,NA,39.512750196744086
N151,NA,41.17555200602962
N151,NA,42.71140814771394
N151,NA,44.14670953019202
N151,NA,45.501030127362064
N151,NA,46.78934821573007
N151,NA,48.02343954917383
N151,NA,49.21278280399435
N151,NA,50
N201,NA,0.9999999999999917
N201,NA,16.252962893744805
N201,NA,22.63658967046744
N201,NA,27.104376410469875
N201,NA,30.525598979093107
N201,NA,33.29847118109682
N201,NA,35.64191720749713
N201,NA,37.686110083161196
N201,NA,39.512750196744086
N201,NA,41.17555200602962
N201,NA,42.71140814771394
N201,NA,44.14670953019202
N201,NA,45.501030127362064
N201,NA,46.78934821573007
N201,NA,48.02343954917383
N201,NA,49.21278280399435
N201,NA,50
N251,NA,0.9999999999999917
N251,NA,16.252962893744805
N251,NA,22.63658967046744
N251,NA,27.104376410469875
N251,NA,30.525598979093107
N251,NA,33.29847118109682
N251,NA,35.64191720749713
N251,NA,37.686110083161196
N251,NA,39.512750196744086
N251,NA,41.17555200602962
N251,NA,42.71140814771394
N251,NA,44.14670953019202
N251,NA,45.501030127362064
N251,NA,46.78934821573007
N251,NA,48.02343954917383
N251,NA,49.21278280399435
N251,NA,50
N301,NA,0.9999999999999917
N301,NA,16.252962893744805
N301,NA,22.63658967046744
N301,NA,27.104376410469875
N301,NA,30.525598979093107
N301,NA,33.29847118109682
N301,NA,35.64191720749713
N301,NA,37.686110083161196
N301,NA,39.512750196744086
N301,NA,41.17555200602962
N301,NA,42.71140814771394
N301,NA,44.14670953019202
N301,NA,45.501030127362064
N301,NA,46.78934821573007
N301,NA,48.02343954917383
N301,NA,49.21278280399435
N301,NA,50
N351,NA,0.9999999999999917
N351,NA,16.252962893744805
N351,NA,22.63658967046744
N351,NA,27.104376410469875
N351,NA,30.525598979093107
N351,NA,33.29847118109682
N351,NA,35.64191720749713
N351,NA,37.686110083161196
N351,NA,39.512750196744086
N351,NA,41.17555200602962
N351,NA,42.71140814771394
N351,NA,44.14670953019202
N351,NA,45.501030127362064
N351,NA,46.78934821573007
N351,NA,48.02343954917383
N351,NA,49.21278280399435
N351,NA,50
N401,NA,0.9999999999999917
N401,NA,16.252962893744805
N401,NA,22.63658967046744
N401,NA,27.104376410469875
N401,NA,30.525598979093107
N401,NA,33.29847118109682
N401,NA,35.64191720749713
N401,NA,37.686110083161196
N401,NA,39.512750196744086
N401,NA,41.17555200602962
N401,NA,42.71140814771394
N401,NA,44.14670953019202
N401,NA,45.501030127362064
N401,NA,46.78934821573007
N401,NA,48.02343954917383
N401,NA,49.21278280399435
N401,NA,50
N451,NA,0.9999999999999917
N451,NA,16.252962893744805
N451,NA,22.63658967046744
N451,NA,27.104376410469875
N451,NA,30.525598979093107
N451,NA,33.29847118109682
N451,NA,35.64191720749713
N451,NA,37.686110083161196
N451,NA,39.512750196744086
N451,NA,41.17555200602962
N451,NA,42.71140814771394
N451,NA,44.14670953019202
N451,NA,45.501030127362064
N451,NA,46.78934821573007
N451,NA,48.02343954917383
N451,NA,49.21278280399435
N451,NA,50
N501,NA,0.9999999999999917
N501,NA,16.252962893744805
N501,NA,22.63658967046744
N501,NA,27.104376410469875
N501,NA,30.525598979093107
N501,NA,33.29847118109682
N501,NA,35.64191720749713
N501,NA,37.686110083161196
N501,NA,39.512750196744086
N501,NA,41.17555200602962
N501,NA,42.71140814771394
N501,NA,44.14670953019202
N501,NA,45.501030127362064
N501,NA,46.78934821573007
N501,NA,48.02343954917383
N501,NA,49.21278280399435
N501,NA,50
N551,NA,0.9999999999999917
N551,NA,16.252962893744805
N551,NA,22.63658967046744
N551,NA,27.104376410469875
N551,NA,30.525598979093107
N551,NA,33.29847118109682
N551,NA,35.64191720749713
N551,NA,37.686110083161196
N551,NA,39.512750196744086
N551,NA,41.17555200602962
N551,NA,42.71140814771394
N551,NA,44.14670953019202
N551,NA,45.501030127362064
N551,NA,46.78934821573007
N551,NA,48.02343954917383
N551,NA,49.21278280399435
N551,NA,50
N601,NA,0.9999999999999917
N601,NA,16.252962893744805
N601,NA,22.63658967046744
N601,NA,27.104376410469875
N601,NA,30.525598979093107
N601,NA,33.29847118109682
N601,NA,35.64191720749713
N601,NA,37.686110083161196
N601,NA,39.512750196744086
N601,NA,41.17555200602962
N601,NA,42.71140814771394
N601,NA,44.14670953019202
N601,NA,45.501030127362064
N601,NA,46.78934821573007
N601,NA,48.02343954917383
N601,NA,49.21278280399435
N601,NA,50
N651,NA,0.9999999999999917
N651,NA,16.252962893744805
N651,NA,22.63658967046744
N651,NA,27.104376410469875
N651,NA,30.525598979093107
N651,NA,33.29847118109682
N651,NA,35.64191720749713
N651,NA,37.686110083161196
N651,NA,39.512750196744086
N651,NA,41.17555200602962
N651,NA,42.71140814771394
N651,NA,44.14670953019202
N651,NA,45.501030127362064
N651,NA,46.78934821573007
N651,NA,48.02343954917383
N651,NA,49.21278280399435
N651,NA,50
N701,NA,0.9999999999999917
N701,NA,16.252962893744805
N701,NA,22.63658967046744
N701,NA,27.104376410469875
N701,NA,30.525598979093107
N701,NA,33.29847118109682
N701,NA,35.64191720749713
N701,NA,37.686110083161196
N701,NA,39.512750196744086
N701,NA,41.17555200602962
N701,NA,42.71140814771394
N701,NA,44.14670953019202
N701,NA,45.501030127362064
N701,NA,46.78934821573007
N701,NA,48.02343954917383
N701,NA,49.21278280399435
N701,NA,50
N751,NA,0.9999999999999917
N751,NA,16.252962893744805
N751,NA,22.63658967046744
N751,NA,27.104376410469875
N751,NA,30.525598979093107
N751,NA,33.29847118109682
N751,NA,35.64191720749713
N751,NA,37.686110083161196
N751,NA,39.512750196744086
N751,NA,41.17555200602962
N751,NA,42.71140814771394
N751,NA,44.14670953019202
N751,NA,45.501030127362064
N751,NA,46.78934821573007
N751,NA,48.02343954917383
N751,NA,49.21278280399435
N751,NA,50
N785,NA,0.9999999999999917
N785,NA,16.252962893744805
N785,NA,22.63658967046744
N785,NA,27.104376410469875
N785,NA,30.525598979093107
N785,NA,33.29847118109682
N785,NA,35.64191720749713
N785,NA,37.686110083161196
N785,NA,39.512750196744086
N785,NA,41.17555200602962
N785,NA,42.71140814771394
N785,NA,44.14670953019202
N785,NA,45.501030127362064
N785,NA,46.78934821573007
N785,NA,48.02343954917383
N785,NA,49.21278280399435
N785,NA,50
N1,NA,1.0000000000000009
N1,NA,5.980769230769231
N1,NA,6
N51,NA,1.0000000000000009
N51,NA,5.980769230769231
N51,NA,6
N52,NA,1.0000000000000009
N52,NA,5.980769230769231
N52,NA,6
N1,NA,0.9999999999999989
N1,NA,5.382272580128591
N1,NA,6.904685884630538
N1,NA,7.750790904943624
N1,NA,8.250422281842189
N1,NA,8.551062727334877
N1,NA,8.732805857816885
N1,NA,8.842465493112886
N1,NA,8.90823011481315
N1,NA,8.947304666433354
N1,NA,8.970243173678252
N1,NA,8.983514535726759
N1,NA,8.991063117237847
N1,NA,8.995273076863139
N1,NA,8.997568709443012
N1,NA,8.998788598864012
N1,NA,8.999417945783541
N1,NA,8.999731764330459
N1,NA,8.999882209237832
N1,NA,8.99995110442559
N1,NA,8.99998100426487
N1,NA,8.999993180290996
N1,NA,8.999997774349268
N1,NA,8.999999354009
N1,NA,8.999999838179086
N1,NA,8.999999966480695
N1,NA,8.999999994614905
N1,NA,8.999999999394195
N1,NA,8.999999999960082
N1,NA,8.999999999998922
N1,NA,8.999999999999995
N1,NA,9
N1,NA,9
N51,NA,0.9999999999999989
N51,NA,5.382272580128591
N51,NA,6.904685884630538
N51,NA,7.750790904943624
N51,NA,8.250422281842189
N51,NA,8.551062727334877
N51,NA,8.732805857816885
N51,NA,8.842465493112886
N51,NA,8.90823011481315
N51,NA,8.947304666433354
N51,NA,8.970243173678252
N51,NA,8.983514535726759
N51,NA,8.991063117237847
N51,NA,8.995273076863139
N51,NA,8.997568709443012
N51,NA,8.998788598864012
N51,NA,8.999417945783541
N51,NA,8.999731764330459
N51,NA,8.999882209237832
N51,NA,8.99995110442559
N51,NA,8.99998100426487
N51,NA,8.999993180290996
N51,NA,8.999997774349268
N51,NA,8.999999354009
N51,NA,8.999999838179086
N51,NA,8.999999966480695
N51,NA,8.999999994614905
N51,NA,8.999999999394195
N51,NA,8.999999999960082
N51,NA,8.999999999998922
N51,NA,8.999999999999995
N51,NA,9
N51,NA,9
N101,NA,0.9999999999999989
N101,NA,5.382272580128591
N101,NA,6.904685884630538
N101,NA,7.750790904943624
N101,NA,8.250422281842189
N101,NA,8.551062727334877
N101,NA,8.732805857816885
N101,NA,8.842465493112886
N101,NA,8.90823011481315
N101,NA,8.947304666433354
N101,NA,8.970243173678252
N101,NA,8.983514535726759
N101,NA,8.991063117237847
N101,NA,8.995273076863139
N101,NA,8.997568709443012
N101,NA,8.998788598864012
N101,NA,8.999417945783541
N101,NA,8.999731764330459
N101,NA,8.999882209237832
N101,NA,8.99995110442559
N101,NA,8.99998100426487
N101,NA,8.999993180290996
N101,NA,8.999997774349268
N101,NA,8.999999354009
N101,NA,8.999999838179086
N101,NA,8.999999966480695
N101,NA,8.999999994614905
N101,NA,8.999999999394195
N101,NA,8.999999999960082
N101,NA,8.999999999998922
N101,NA,8.999999999999995
N101,NA,9
N101,NA,9
N151,NA,0.9999999999999989
N151,NA,5.382272580128591
N151,NA,6.904685884630538
N151,NA,7.750790904943624
N151,NA,8.250422281842189
N151,NA,8.551062727334877
N151,NA,8.732805857816885
N151,NA,8.842465493112886
N151,NA,8.90823011481315
N151,NA,8.947304666433354
N151,NA,8.970243173678252
N151,NA,8.983514535726759
N151,NA,8.991063117237847
N151,NA,8.995273076863139
N151,NA,8.997568709443012
N151,NA,8.998788598864012
N151,NA,8.999417945783541
N151,NA,8.999731764330459
N151,NA,8.999882209237832
N151,NA,8.99995110442559
N151,NA,8.99998100426487
N151,NA,8.999993180290996
N151,NA,8.999997774349268
N151,NA,8.999999354009
N151,NA,8.999999838179086
N151,NA,8.999999966480695
N151,NA,8.999999994614905
N151,NA,8.999999999394195
N151,NA,8.999999999960082
N151,NA,8.999999999998922
N151,NA,8.999999999999995
N151,NA,9
N151,NA,9
N201,NA,0.9999999999999989
N201,NA,5.382272580128591
N201,NA,6.904685884630538
N201,NA,7.750790904943624
N201,NA,8.250422281842189
N201,NA,8.551062727334877
N201,NA,8.732805857816885
N201,NA,8.842465493112886
N201,NA,8.90823011481315
N201,NA,8.947304666433354
N201,NA,8.970243173678252
N201,NA,8.983514535726759
N201,NA,8.991063117237847
N201,NA,8.995273076863139
N201,NA,8.997568709443012
N201,NA,8.998788598864012
N201,NA,8.999417945783541
N201,NA,8.999731764330459
N201,NA,8.999882209237832
N201,NA,8.99995110442559
N201,NA,8.99998100426487
N201,NA,8.999993180290996
N201,NA,8.999997774349268
N201,NA,8.999999354009
N201,NA,8.999999838179086
N201,NA,8.999999966480695
N201,NA,8.999999994614905
N201,NA,8.999999999394195
N201,NA,8.999999999960082
N201,NA,8.999999999998922
N201,NA,8.999999999999995
N201,NA,9
N201,NA,9
N251,NA,0.9999999999999989
N251,NA,5.382272580128591
N251,NA,6.904685884630538
N251,NA,7.750790904943624
N251,NA,8.250422281842189
N251,NA,8.551062727334877
N251,NA,8.732805857816885
N251,NA,8.842465493112886
N251,NA,8.90823011481315
N251,NA,8.947304666433354
N251,NA,8.970243173678252
N251,NA,8.983514535726759
N251,NA,8.991063117237847
N251,NA,8.995273076863139
N251,NA,8.997568709443012
N251,NA,8.998788598864012
N251,NA,8.999417945783541
N251,NA,8.999731764330459
N251,NA,8.999882209237832
N251,NA,8.99995110442559
N251,NA,8.99998100426487
N251,NA,8.999993180290996
N251,NA,8.999997774349268
N251,NA,8.999999354009
N251,NA,8.999999838179086
N251,NA,8.999999966480695
N251,NA,8.999999994614905
N251,NA,8.999999999394195
N251,NA,8.999999999960082
N251,NA,8.999999999998922
N251,NA,8.999999999999995
N251,NA,9
N251,NA,9
N301,NA,0.9999999999999989
N301,NA,5.382272580128591
N301,NA,6.904685884630538
N301,NA,7.750790904943624
N301,NA,8.250422281842189
N301,NA,8.551062727334877
N301,NA,8.732805857816885
N301,NA,8.842465493112886
N301,NA,8.90823011481315
N301,NA,8.947304666433354
N301,NA,8.970243173678252
N301,NA,8.983514535726759
N301,NA,8.991063117237847
N301,NA,8.995273076863139
N301,NA,8.997568709443012
N301,NA,8.998788598864012
N301,NA,8.999417945783541
N301,NA,8.999731764330459
N301,NA,8.999882209237832
N301,NA,8.99995110442559
N301,NA,8.99998100426487
N301,NA,8.999993180290996
N301,NA,8.999997774349268
N301,NA,8.999999354009
N301,NA,8.999999838179086
N301,NA,8.999999966480695
N301,NA,8.999999994614905
N301,NA,8.999999999394195
N301,NA,8.999999999960082
N301,NA,8.999999999998922
N301,NA,8.999999999999995
N301,NA,9
N301,NA,9
N351,NA,0.9999999999999989
N351,NA,5.382272580128591
