SampleID,observed,chao1,diversity_inverse_simpson,diversity_gini_simpson,diversity_shannon,diversity_coverage,evenness_camargo,evenness_pielou,evenness_simpson,evenness_evar,evenness_bulla,dominance_dbp,dominance_dmn,dominance_absolute,dominance_relative,dominance_simpson,dominance_core_abundance,dominance_gini,rarity_log_modulo_skewness,rarity_low_abundance,rarity_rare_abundance,barcode_16s,is_control,sample_or_control,Latitude,Longitude,Morphology_species,Sex,Age,Weight_g,Location_type,Date,conc_16s__PCR,Gene,LibrarySize,is.neg
R41__barcode45,71,71,8.863666360696028,0.8871798689948124,2.857852101739136,4,0.9483194741432787,0.6704355438773281,0.12484037127740885,0.23635840505258066,0.357352667060633,0.2697023003146426,0.3831203435936805,8875.902703352713,0.2697023003146426,0.11282013100518758,0.8089317225875733,0.9547327669192098,2.058500267661403,0.028954951186801303,0.04471876672496666,barcode45,FALSE,sample,-22.683512,18.161339,Micaelamys_namaquesnsis,female,adult,56,Chickens,24.03.2023,27,16,32909.99999999194,FALSE
R45__barcode49,48,48,6.235913120541265,0.8396385612387747,2.3533014925260334,3,0.9596956172477541,0.6078995861736787,0.12991485667794303,0.2331514619735704,0.3006908732223712,0.24956348893517083,0.4835777031451154,5683.558897009665,0.24956348893517083,0.16036143876122538,0.8114651759201188,0.9721887560763225,2.0581919725117865,0.015900583787719743,0.10636519617638307,barcode49,FALSE,sample,-22.586753,18.184711,Micaelamys_namaquesnsis,male,adult,55,Bush,25.03.2023,16,16,22774.00000000034,FALSE
R46__barcode50,76,76,2.621777565182815,0.6185793893120485,1.826312837932333,1,0.915110405642713,0.4217098339773523,0.03449707322608967,0.20322411177620892,0.22295927536984925,0.603991334522949,0.69454086209923,34401.53444044412,0.603991334522949,0.3814206106879515,0.7819953744750996,0.9767015236472387,2.0606925623618513,0.027751245331745125,0.05384266151125727,barcode50,FALSE,sample,-22.583613,18.186369,Mastomy_coucha,female,adult,45,Bush,25.03.2023,25,16,56957.000000033964,FALSE
R50__barcode54,86,86,8.876923131525267,0.8873483542457828,2.879381137690834,4,0.848098059350833,0.6464204396708454,0.1032200364130845,0.2071348629187476,0.3042764514104061,0.2780848149560798,0.39055689652793485,11852.809067860711,0.2780848149560798,0.11265164575421711,0.6980013085834255,0.9537756836580531,2.0608574998190936,0.039118171437940163,0.10184635146035337,barcode54,FALSE,sample,-22.579395,18.192067,Micaelamys_namaquesnsis,female,adult,36,Bush,26.03.2023,12,16,42622.99999995585,FALSE
R51__barcode55,85,85,6.0880582243091546,0.8357440150609803,2.406816667339215,3,0.9397713434582525,0.541752329495382,0.07162421440363712,0.20951992904785122,0.2429065927611463,0.27786465024468143,0.4976337243783062,15633.77668136494,0.27786465024468143,0.16425598493901977,0.8750631009693391,0.9681436010808202,2.060648028536456,0.03193894311783325,0.05581830999975734,barcode55,FALSE,sample,-22.579473,18.191019,Micaelamys_namaquesnsis,female,adult,40,Bush,26.03.2023,18,16,56263.99999999346,FALSE
R52__barcode56,56,56,3.8474584524083957,0.7400881614786432,1.9450730951676363,2,0.9237157509639724,0.4832057530884731,0.06870461522157849,0.19066331516426238,0.19865176026122805,0.46329033072075454,0.6100473349537454,22776.742529212293,0.46329033072075454,0.25991183852135674,0.88535112919566,0.9808903387034791,2.058005397738301,0.02307157950409961,0.03180523752266695,barcode56,FALSE,sample,-22.579473,18.191019,Micaelamys_namaquesnsis,female,adult,28,Bush,26.03.2023,30,16,49162.99999997375,FALSE
R53__barcode57,44,44,6.826700794132337,0.8535163572923078,2.3649155935245436,3,0.9388496887383807,0.6249463748664837,0.15515229077573495,0.1925269599871916,0.2894641137060764,0.28041153049046885,0.4461937232351154,7365.569671393106,0.28041153049046885,0.1464836427076922,0.8739366227656518,0.974461089571991,2.053379054305428,0.018811449705557197,0.029327979683624772,barcode57,FALSE,sample,-22.579016,18.190399,Micaelamys_namaquesnsis,male,adult,39,Bush,26.03.2023,27,16,26266.999999999858,FALSE
R54__barcode58,72,72,4.5027622227481805,0.777914100161019,2.4493706056162368,2,0.9343876304578603,0.5727289756675629,0.06253836420483584,0.26084938264819635,0.30870784949313146,0.4469958089926014,0.5427936077869521,16093.450895894182,0.4469958089926014,0.22208589983898103,0.7599635809412912,0.9623350527902108,2.060036683734531,0.03887181565618822,0.11935719424706259,barcode58,FALSE,sample,-22.577597,18.191299,Vole,male,adult,79,Bush,26.03.2023,24,16,36050.000000048865,FALSE
R55__barcode59,47,47,2.3971973658374157,0.5828461960408217,1.2768952328602876,1,0.9944804822615709,0.3316483846731355,0.051004199273136507,0.192788413729436,0.13195316607785434,0.5533270745664686,0.8844879401042547,32511.838920299822,0.5533270745664686,0.41715380395917834,0.618881286621183,0.9887092051501141,2.0601211678326474,0.0254145930024293,0.01464687923511998,barcode59,FALSE,sample,-22.577246,18.191356,Micaelamys_namaquesnsis,female,adult,51,Bush,26.03.2023,29,16,58756.99999999608,FALSE
R56__barcode60,70,70,5.288275477619907,0.8109024380004368,2.3271382615239222,2,0.9416709843569268,0.5477558827161058,0.07554679253742724,0.22652660790174295,0.25841017206096584,0.3095078803589877,0.5914157785607599,15883.325404326317,0.3095078803589877,0.1890975619995632,0.7681203933847317,0.9702747358912029,2.059013965294711,0.034891586810196856,0.04770064051892309,barcode60,FALSE,sample,-22.575708,18.19194,Vole,NA,adult,49,Bush,26.03.2023,5.72,16,51318.00000020609,FALSE
R47__barcode51,109,109,19.66336184218329,0.9491439964322517,3.479535962901041,7,0.8499714102271306,0.7416921640114446,0.18039781506590172,0.2409719796101989,0.36464119486143304,0.10417059924265722,0.20826383571907464,4324.121574562608,0.10417059924265722,0.050856003567748345,0.14465204779983395,0.9213619798082924,2.058367588922364,0.039441991558693795,0.6248336376340502,barcode51,FALSE,sample,-22.583613,18.186369,Elephantulus_intufi,unidentified,adult,63,Bush,25.03.2023,27,16,41520.999999999105,FALSE
C2__barcode62,8,8,2.046994583790726,0.5114789223583824,1.1734430489770866,1,0.9700280662480076,0.5643068225082893,0.2558743229738408,0.41568867273642884,0.36127878381399503,0.6838810641627543,0.7908822376238314,873.9999999999999,0.6838810641627543,0.48852107764161756,0.05633802816901409,0.9915479442045405,2.0614230361771577,0,0.9436619718309859,barcode62,TRUE,control,NA,NA,NA,NA,NA,NA,NA,NA,0.3,16,1277.9999999999998,TRUE
R42__barcode46,57,57,3.9153889946238607,0.7445975351687715,2.0790663430696124,2,0.9792995507530207,0.5142320008677891,0.06869103499340107,0.23673394331432351,0.25558274587303165,0.45730752612880177,0.628876595192621,14419.36360632678,0.45730752612880177,0.2554024648312286,0.802440127759647,0.9755479378218324,2.060091456519478,0.02450682376781187,0.15174604147815884,barcode46,FALSE,sample,-22.683512,18.161339,Thallomys_paedulcus,male,adult,71,Chickens,24.03.2023,28,16,31530.999999911506,FALSE
R05__barcode07,53,53,3.337379294917258,0.70036369509364,1.8991284911693325,1,0.9912415024491399,0.47833472513365627,0.0629694206588162,0.2154077411063644,0.22645108798482816,0.5114838118376566,0.669757267529629,20594.384199890937,0.5114838118376566,0.2996363049063599,0.917610015694134,0.9801323297297801,2.0581966789461195,0.022397612740971712,0.05539568182072596,barcode07,FALSE,sample,-22.580747,18.187053,Micaelamys_namaquesnsis,male,adult,43.5,Indoors,22.03.2023,6.38,16,40286.00000011639,FALSE
R05__barcode08,34,34,2.3195533263663015,0.5688825134421243,1.5730809858490138,1,0.989334902111493,0.44609193384168827,0.06822215665783239,0.16346978857010697,0.2943496679530689,0.6470776431784511,0.7198579451547931,33837.61648711868,0.6470776431784511,0.43111748655787574,0.8354379664491294,0.9847122690329122,2.058862537821273,0.00865563077279869,0.12478537928566336,barcode08,FALSE,sample,-22.580747,18.187053,Micaelamys_namaquesnsis,male,adult,43.5,Indoors,22.03.2023,2.1,16,52512.99999984787,FALSE
R25__barcode29,75,75,4.129751004775451,0.7578546505966953,2.205083553653501,2,0.7377957670791087,0.5107329761349108,0.055063346730339344,0.21739261250778974,0.2549174584094315,0.43020795736470907,0.6543595230657124,19976.27629227142,0.43020795736470907,0.24214534940330465,0.6180733726763364,0.9702613534870297,2.0609258814022695,0.029284109017489672,0.07466043507152909,barcode29,FALSE,sample,-22.613411,18.193519,Micaelamys_namaquesnsis,male,adult,64,Farm,23.03.2023,21,16,46433.99999999656,FALSE
R27__barcode31,51,51,5.249778736352814,0.8095157814794436,2.0487599143816166,2,0.9929283419974422,0.5210708982946555,0.10293683796770224,0.1857363128971029,0.2119191315467144,0.2725534236668033,0.526898310284541,12083.110931420386,0.2725534236668033,0.19048421852055641,0.9136063076186962,0.9802048255099627,2.0591309148313055,0.027201171533042245,0.024453209098568407,barcode31,FALSE,sample,-22.683319,18.160801,Micaelamys_namaquesnsis,NA,adult,NA,House_outdoors,24.03.2023,23.8,16,44332.999999999985,FALSE
R33__barcode37,45,45,4.091758416496472,0.7556062948466444,2.032564338429375,2,0.9813259161054182,0.5339491861680684,0.09092796481103273,0.19137229986437088,0.2744802325242845,0.42471957661261306,0.655776213152999,13685.314197491423,0.42471957661261306,0.2443937051533556,0.7247985059148746,0.9792869033130809,2.0599981206655364,0.016338532325491657,0.20976593438746616,barcode37,FALSE,sample,-22.683742,18.160822,Micaelamys_namaquesnsis,NA,adult,NA,Bush,24.03.2023,27.4,16,32221.999999717,FALSE
R39__barcode43,71,71,9.065179518052739,0.8896877885309868,2.753632727580189,3,0.7278153072755047,0.6459862825757064,0.1276785847613062,0.19300709797644777,0.3106528578491057,0.21275443023237062,0.39584555876478933,9600.257571049764,0.21275443023237062,0.1103122114690131,0.387467605343775,0.9607840441016604,2.0593744073744316,0.02467547446662529,0.09606722903835785,barcode43,FALSE,sample,-22.683512,18.161339,Micaelamys_namaquesnsis,male,adult,59,Chickens,24.03.2023,5,16,45160.99999998727,FALSE
