#	Sample ID	User name	Date and Time	Nucleic Acid	Unit	A260 (Abs)	A280 (Abs)	260/280	260/230	Sample Type	Factor
1	LJ-003+	fay_w	26/03/2023 10:48:02	114.7	ng/µl	2.295	1.560	1.47	0.79	DNA	50.00
2		fay_w	26/03/2023 10:45:43	6.1	ng/µl	0.122	0.074	1.65	1.07	DNA	50.00
3	LJ-002+	fay_w	26/03/2023 10:47:17	5.1	ng/µl	0.102	0.058	1.75	-0.23	DNA	50.00
4	LJ-004+	fay_w	26/03/2023 10:48:44	7.5	ng/µl	0.151	0.100	1.52	-0.50	DNA	50.00
5	LJ-001	fay_w	26/03/2023 10:49:18	7.6	ng/µl	0.153	0.096	1.59	-0.39	DNA	50.00
6	LJ-002	fay_w	26/03/2023 10:49:51	39.8	ng/µl	0.797	0.487	1.64	1.55	DNA	50.00
7	LJ-003	fay_w	26/03/2023 10:50:34	4.9	ng/µl	0.097	0.048	2.03	-0.21	DNA	50.00
8	LJ-004	fay_w	26/03/2023 10:51:10	2.9	ng/µl	0.058	0.029	1.98	-0.18	DNA	50.00
9	R1(9)	fay_w	26/03/2023 10:53:01	107.8	ng/µl	2.155	1.238	1.74	2.88	DNA	50.00
10	R2.1(10)	fay_w	26/03/2023 10:53:47	63.1	ng/µl	1.263	0.694	1.82	35.26	DNA	50.00
11	R2.2(11)	fay_w	26/03/2023 10:54:27	49.9	ng/µl	0.998	0.696	1.43	0.53	DNA	50.00
12	R3.2(13)	fay_w	26/03/2023 10:56:50	44.0	ng/µl	0.881	0.541	1.63	1.86	DNA	50.00
13	R3.1(12)	fay_w	26/03/2023 10:55:36	69.8	ng/µl	1.395	0.749	1.86	16.35	DNA	50.00
14	R5(15)	fay_w	26/03/2023 10:58:31	87.7	ng/µl	1.753	0.947	1.85	5.60	DNA	50.00
15	R4(14)	fay_w	26/03/2023 10:57:43	118.5	ng/µl	2.371	1.341	1.77	2.09	DNA	50.00
